x1,x2,y
2.053966230622603,2.751521930793872,1
0.007730239113688272,0.8077405364012097,1
0.2912977544618941,2.4734725551996655,1
2.542246168817916,1.1573539572711213,1
1.2560296135126279,1.3774093539695982,1
0.7563260371283334,1.4456371205681962,1
0.5555066104820633,1.4404550786968708,1
0.18528413696211193,0.5300069887709499,1
2.3460466008416048,0.10520658928209206,1
2.9388369694953536,0.21106110170421472,1
0.1327602647957943,1.569618714455073,1
0.15485983763648362,0.43371695709649294,1
2.6278454944634206,1.2501731971564038,1
0.18642043240533865,1.5398260080351713,1
1.8259336948508018,1.7859142898956653,1
1.1425007216887066,2.2432346636956697,1
2.684037226989727,1.5262401260264309,1
0.11994265138002379,1.353563800013312,1
0.7252782107551655,2.402873397267931,1
0.2873005373697281,1.25072918680633,1
0.9042294812443676,0.05111229284707173,1
0.3353844253104309,1.0416458046506347,1
4.005230674422325,0.07535777294150194,1
3.359660942585544,0.1432483575456483,1
1.2861186873169077,1.1466221583475074,1
0.8643566624997824,6.616431653806727,1
0.8486987480582188,0.017823933488095658,1
1.7820340420521472,1.337069442417126,1
2.259240362062284,0.04675997857669199,1
0.29301375180348493,1.575412699030058,1
0.06717537619729662,0.027507479540155106,1
0.6913127751933854,8.923674095557056,1
1.9874753441411066,2.133307585857811,1
0.4127920979934054,0.6977066001171127,1
1.3310277946582467,0.9984302450182628,1
2.4479084116054515,0.02309943235826263,1
0.8498862150569124,0.706242749052934,1
0.8955093456103449,1.5501771791452643,1
0.6862075044256363,0.6845888429700668,1
0.012133937891426522,1.071526713474331,1
1.8872867328429876,0.6571721170615382,1
0.13442082314595544,0.30543646390184515,1
1.213931224012971,0.22674839646109635,1
0.6301880766159875,1.2466273980118696,1
1.35470257148123,0.6233677111663019,1
0.021721966965840923,1.50574300206623,1
0.402584666519428,0.5495668302281509,1
0.24527635329598726,1.5720455238669298,1
0.007725116063226076,1.5111043483064575,1
0.41485124811537955,0.6997365886561661,1
0.6687470005145668,2.281520635399711,2
3.504718477678197,3.899154531656273,2
3.830283939070576,0.7183931890456079,2
3.38646544009055,2.997910995428355,2
2.8877324534312834,3.3390434423928483,2
3.225842369282492,0.37136248010398143,2
2.502663618493834,2.965791200647362,2
2.9847165213512925,3.5299052674152143,2
3.6716878910482973,3.9925314214882306,2
3.822918844382709,3.7774029706354755,2
-2.604028763908736,3.756156641468311,2
3.6750744356306693,3.4625554212506464,2
3.4008127422005128,2.417436638894708,2
3.8672319197119474,3.8065169661501614,2
3.08100212275611,3.0937697330211473,2
3.613455061755783,3.945841283333082,2
2.8758119231385297,3.3327821063005176,2
3.2231462984292802,3.96048137009145,2
3.779199058672527,1.5812306891012984,2
3.0801008957275493,3.9757710589952513,2
3.753247428186925,3.6827849316429884,2
1.0691393639252982,3.924641295561985,2
2.954527015512206,2.6624668788123005,2
2.7662999011454845,3.0475043767713745,2
2.8416866086055053,2.465753788414677,2
3.6484881988838165,2.4842990459767167,2
3.8319246794153248,2.876113118264426,2
1.7740522507599383,3.146111851506774,2
3.1353595730590307,-0.48865750988695833,2
2.5632787659943093,3.7518615717522676,2
2.9035239278142573,3.024839588993718,2
3.082815952709307,3.1705390309375643,2
2.821298741774908,3.144509183996595,2
2.4937782642115023,2.993462554719039,2
3.440611311376213,2.4871060739340036,2
0.6333360962565302,3.6524127495864294,2
2.865202598286712,2.2427289805448827,2
3.886140541018328,3.990500267334303,2
3.6156632887050577,2.2076411834444656,2
2.6735254438002123,3.0107058295020144,2
3.899803060895904,2.6547937470671403,2
3.983449150428777,3.875524713274643,2
3.562750360204387,1.8955756537189825,2
3.670594726577399,0.3686311739112149,2
3.6861262674136617,3.354539643693223,2
0.17317456875038761,2.1872333886518502,2
3.6631529904023425,2.0313828713914486,2
3.1616238865245605,3.2628267287590855,2
3.676387930314731,3.886927153529638,2
3.44201909649577,3.8907090879923345,2
